,,features,weights,Detector Threshold,Detector Radius,Detect Selector,Rule Selector,Rule Log Odds,type
Rule 6,Detector 10,"['ASV 243 (Eubacterium eligens)', 'ASV 259 (Blautia obeum)', 'ASV 262 (Blautia sp CAG 257)', 'ASV 269 (Coprococcus catus)', 'ASV 270 (Coprococcus comes)', 'ASV 278 (Fusicatenibacter saccharivorans)', 'ASV 291 (Lachnoclostridium sp An131)', 'ASV 301 (Roseburia faecis)', 'ASV 302 (Roseburia hominis)', 'ASV 303 (Roseburia intestinalis)', 'ASV 309 (Sellimonas intestinalis)', 'ASV 311 (Tyzzerella nexilis)', 'ASV 371 (Firmicutes bacterium CAG 646)']","[np.float32(1.0), np.float32(1.0), np.float32(1.0), np.float32(0.709), np.float32(1.0), np.float32(1.0), np.float32(0.999), np.float32(1.0), np.float32(1.0), np.float32(0.877), np.float32(1.0), np.float32(1.0), np.float32(1.0)]",0.074,0.29,0.7344000339508057,0.8516327142715454,4.049,otus
