,ASV 0,ASV 1,ASV 2,ASV 3,ASV 4,ASV 5,ASV 6,ASV 7,ASV 8,ASV 9,ASV 10,ASV 11,ASV 12,ASV 13,ASV 14,ASV 15,ASV 16,ASV 17,ASV 18,ASV 19,ASV 20,ASV 21,ASV 22,ASV 23,ASV 24,ASV 25,ASV 26,ASV 27,ASV 28,ASV 29,ASV 30,ASV 31,ASV 32,ASV 33,ASV 34,ASV 35,ASV 36,ASV 37,ASV 38,ASV 39,ASV 40,ASV 41,ASV 42,ASV 43,ASV 44,ASV 45,ASV 46,ASV 47,ASV 48,ASV 49,ASV 50,ASV 51,ASV 52,ASV 53,ASV 54,ASV 55,ASV 56,ASV 57,ASV 58,ASV 59,ASV 60,ASV 61,ASV 62,ASV 63,ASV 64,ASV 65,ASV 66,ASV 67,ASV 68,ASV 69,ASV 70,ASV 71,ASV 72,ASV 73,ASV 74,ASV 75,ASV 76,ASV 77,ASV 78,ASV 79,ASV 80,ASV 81,ASV 82,ASV 83,ASV 84,ASV 85,ASV 86,ASV 87,ASV 88,ASV 89,ASV 90,ASV 91,ASV 92,ASV 93,ASV 94,ASV 95,ASV 96,ASV 97,ASV 98,ASV 99,ASV 100,ASV 101,ASV 102,ASV 103,ASV 104,ASV 105,ASV 106,ASV 107,ASV 108,ASV 109,ASV 110,ASV 111,ASV 112,ASV 113,ASV 114,ASV 115,ASV 116,ASV 117,ASV 118,ASV 119,ASV 120,ASV 121,ASV 122,ASV 123,ASV 124,ASV 125,ASV 126,ASV 127,ASV 128,ASV 129,ASV 130,ASV 131,ASV 132,ASV 133,ASV 134,ASV 135,ASV 136,ASV 137,ASV 138,ASV 139,ASV 140,ASV 141,ASV 142,ASV 143,ASV 144,ASV 145,ASV 146,ASV 147,ASV 148,ASV 149,ASV 150
ASV 70,0.8325299999999999,0.8645599999999999,0.7975199999999999,0.80147,0.8399,0.94048,0.92399,0.93669,0.92792,0.92315,0.94154,0.85027,0.7076899999999999,0.7407699999999999,0.7269399999999999,0.72948,0.7572799999999998,0.7411499999999999,1.0665299999999998,1.0205199999999996,1.00629,1.00325,1.0491799999999998,1.0124199999999997,1.0561299999999998,1.0512499999999998,1.0329799999999998,1.0249799999999998,1.0098399999999998,1.0944099999999997,1.0686999999999998,1.00752,1.0297199999999997,1.0148299999999997,1.0635999999999999,1.0099999999999998,1.0278999999999998,1.0616799999999997,1.0018,1.00075,0.9282499999999999,0.9988399999999998,1.0109,0.98626,0.9941299999999998,1.00479,1.00716,1.0950599999999997,1.0856799999999998,1.0969299999999997,1.0621099999999999,0.9590500000000001,0.87996,0.9586,0.9212699999999999,0.96215,0.51875,0.5160600000000001,0.45284,0.44711,0.33867,0.514,0.58684,0.47064000000000006,0.47108,0.05809,0.13619,0.09873000000000001,0.12374,0.21020000000000003,0.0,0.21167,0.15269000000000002,0.21957000000000002,0.18772000000000003,0.22050999999999998,0.7885800000000001,0.78302,0.76205,0.7671,0.73796,0.63837,0.7474000000000001,0.68952,0.78949,0.78745,0.73795,0.7302500000000001,0.6877000000000001,0.7298300000000001,0.7933200000000001,0.7366900000000001,0.7696900000000001,0.7732600000000001,0.7896700000000001,0.76419,0.7645200000000001,0.7253200000000001,0.71816,0.7224,0.7744500000000001,0.7118800000000001,0.73541,0.72657,0.74321,0.8283200000000002,0.7442500000000001,0.7308800000000001,0.75316,0.74704,0.6711600000000001,0.7139300000000001,0.72962,0.71813,0.77124,0.7374700000000001,0.59609,0.65571,0.58932,0.67615,0.48538,0.62463,0.64552,0.5774100000000001,0.6578700000000001,0.58398,0.5762,0.5772200000000001,0.6262800000000001,0.61761,0.6055100000000001,0.65095,0.6389900000000001,0.69541,0.72579,0.72295,0.66941,0.71669,0.7204500000000001,0.7711600000000001,0.7729000000000001,0.7512700000000001,0.8169500000000001,0.8396300000000002,0.8603800000000001,0.8631800000000003,0.8567800000000002,0.8407000000000002,0.8195200000000001,0.8462200000000002,0.7448900000000002
ASV 71,0.80816,0.8401899999999999,0.7731499999999999,0.7771,0.81553,0.91611,0.89962,0.91232,0.90355,0.89878,0.91717,0.8259,0.6833199999999999,0.7163999999999999,0.7025699999999999,0.70511,0.7329099999999998,0.7167799999999999,1.0421599999999998,0.99615,0.98192,0.9788799999999999,1.0248099999999998,0.98805,1.0317599999999998,1.0268799999999998,1.0086099999999998,1.00061,0.98547,1.0700399999999997,1.0443299999999998,0.9831499999999999,1.00535,0.99046,1.0392299999999999,0.9856299999999999,1.00353,1.0373099999999997,0.9774299999999999,0.9763799999999999,0.9038799999999999,0.9744699999999998,0.98653,0.96189,0.9697599999999998,0.98042,0.9827899999999999,1.07069,1.0613099999999998,1.0725599999999997,1.0377399999999999,0.9346800000000001,0.85559,0.93423,0.8968999999999999,0.93778,0.49438000000000004,0.49169000000000007,0.42847,0.42274,0.3143,0.48963,0.56247,0.44627000000000006,0.44671,0.19446,0.17494,0.20226,0.19253,0.15473,0.21167,0.0,0.19144,0.1952,0.05843,0.0498,0.7642100000000001,0.75865,0.7376800000000001,0.74273,0.7135900000000001,0.6140000000000001,0.7230300000000001,0.6651500000000001,0.76512,0.76308,0.7135800000000001,0.7058800000000001,0.6633300000000001,0.7054600000000001,0.76895,0.7123200000000001,0.7453200000000001,0.7488900000000001,0.7653000000000001,0.7398200000000001,0.7401500000000001,0.7009500000000001,0.6937900000000001,0.6980300000000002,0.7500800000000001,0.6875100000000002,0.7110400000000001,0.7022000000000002,0.7188400000000001,0.80395,0.7198800000000001,0.7065100000000001,0.7287900000000002,0.72267,0.6467900000000001,0.6895600000000001,0.70525,0.69376,0.74687,0.7131000000000001,0.5717200000000001,0.63134,0.5649500000000001,0.65178,0.46101,0.6002600000000001,0.6211500000000001,0.5530400000000001,0.6335000000000001,0.5596100000000002,0.55183,0.5528500000000002,0.6019100000000002,0.5932400000000001,0.5811400000000001,0.62658,0.61462,0.6710400000000001,0.70142,0.69858,0.6450400000000001,0.6923200000000002,0.6960800000000003,0.7467900000000002,0.7485300000000003,0.7269000000000002,0.7925800000000001,0.8152600000000001,0.83601,0.8388100000000002,0.8324100000000001,0.8163300000000001,0.7951500000000001,0.8218500000000001,0.7205200000000002
ASV 72,0.8123,0.8443299999999999,0.7772899999999999,0.78124,0.81967,0.92025,0.90376,0.91646,0.90769,0.9029200000000001,0.9213100000000001,0.83004,0.68746,0.72054,0.70671,0.70925,0.7370499999999999,0.7209199999999999,1.0462999999999998,1.00029,0.98606,0.9830199999999999,1.0289499999999998,0.99219,1.0358999999999998,1.0310199999999998,1.0127499999999998,1.00475,0.98961,1.0741799999999997,1.0484699999999998,0.9872899999999999,1.0094899999999998,0.9946,1.04337,0.9897699999999999,1.0076699999999998,1.0414499999999998,0.9815699999999999,0.98052,0.9080199999999999,0.9786099999999999,0.99067,0.96603,0.9738999999999999,0.98456,0.98693,1.07483,1.0654499999999998,1.0766999999999998,1.04188,0.9388200000000001,0.85973,0.93837,0.90104,0.94192,0.49851999999999996,0.49583,0.43261000000000005,0.42688000000000004,0.31844,0.49377000000000004,0.5666100000000001,0.45041,0.45085,0.13548,0.07238,0.14328,0.13355,0.18997000000000003,0.15269000000000002,0.19144,0.0,0.19934000000000002,0.16749,0.20027999999999999,0.76835,0.76279,0.74182,0.74687,0.71773,0.61814,0.72717,0.66929,0.7692599999999999,0.76722,0.71772,0.71002,0.66747,0.7096,0.77309,0.71646,0.74946,0.75303,0.76944,0.7439600000000001,0.74429,0.70509,0.69793,0.7021700000000001,0.75422,0.6916500000000001,0.71518,0.7063400000000001,0.7229800000000001,0.8080900000000001,0.72402,0.71065,0.7329300000000001,0.72681,0.65093,0.6937,0.70939,0.6979,0.75101,0.71724,0.57586,0.6354799999999999,0.56909,0.65592,0.46515,0.6044,0.62529,0.5571800000000001,0.63764,0.5637500000000001,0.5559700000000001,0.5569900000000001,0.6060500000000001,0.59738,0.58528,0.63072,0.61876,0.67518,0.70556,0.7027199999999999,0.64918,0.6964600000000001,0.7002200000000002,0.7509300000000001,0.7526700000000002,0.7310400000000001,0.7967200000000001,0.8194000000000001,0.8401500000000001,0.8429500000000002,0.8365500000000001,0.8204700000000001,0.7992900000000002,0.8259900000000001,0.7246600000000001
ASV 73,0.7762,0.8082299999999999,0.7411899999999999,0.74514,0.78357,0.88415,0.86766,0.88036,0.87159,0.86682,0.88521,0.79394,0.6513599999999999,0.6844399999999999,0.6706099999999999,0.6731499999999999,0.7009499999999999,0.6848199999999999,1.0101999999999998,0.96419,0.94996,0.9469200000000001,0.9928499999999999,0.95609,0.9997999999999999,0.9949199999999999,0.9766499999999999,0.9686499999999999,0.95351,1.03808,1.0123699999999998,0.9511900000000001,0.9733899999999999,0.9585,1.0072699999999999,0.9536699999999999,0.9715699999999999,1.00535,0.9454699999999999,0.9444199999999999,0.8719199999999999,0.9425099999999998,0.95457,0.92993,0.9377999999999999,0.94846,0.95083,1.0387299999999997,1.0293499999999998,1.0405999999999997,1.0057800000000001,0.9027200000000001,0.82363,0.90227,0.8649399999999999,0.90582,0.46242000000000005,0.45972999999999997,0.39651000000000003,0.39078,0.28234,0.45767,0.53051,0.41430999999999996,0.41474999999999995,0.20236,0.18284,0.21016,0.20043,0.19373,0.21957000000000002,0.1952,0.19934000000000002,0.0,0.17125,0.20404,0.7322500000000001,0.7266900000000001,0.70572,0.71077,0.68163,0.58204,0.6910700000000001,0.63319,0.73316,0.73112,0.68162,0.6739200000000001,0.6313700000000001,0.6735000000000001,0.73699,0.6803600000000001,0.7133600000000001,0.7169300000000001,0.7333400000000001,0.70786,0.7081900000000001,0.6689900000000001,0.66183,0.66607,0.7181200000000001,0.6555500000000001,0.67908,0.6702400000000001,0.68688,0.7719900000000001,0.6879200000000001,0.6745500000000001,0.6968300000000001,0.69071,0.6148300000000001,0.6576000000000001,0.67329,0.6618,0.71491,0.6811400000000001,0.53976,0.59938,0.53299,0.61982,0.42905,0.5683,0.58919,0.52108,0.6015400000000001,0.52765,0.5198699999999999,0.52089,0.5699500000000001,0.5612800000000001,0.54918,0.59462,0.5826600000000001,0.63908,0.66946,0.66662,0.61308,0.6603600000000001,0.6641200000000002,0.7148300000000001,0.7165700000000002,0.6949400000000001,0.7606200000000001,0.7833000000000001,0.80405,0.8068500000000002,0.8004500000000001,0.7843700000000001,0.7631900000000001,0.7898900000000001,0.6885600000000002
ASV 74,0.78421,0.81624,0.7492,0.7531499999999999,0.79158,0.89216,0.87567,0.88837,0.8795999999999999,0.87483,0.89322,0.8019499999999999,0.6593699999999999,0.6924499999999999,0.6786199999999999,0.6811599999999999,0.7089599999999999,0.69283,1.0182099999999996,0.9721999999999998,0.9579699999999999,0.95493,1.00086,0.9640999999999998,1.0078099999999997,1.0029299999999999,0.9846599999999998,0.97666,0.96152,1.0460899999999997,1.0203799999999996,0.9591999999999999,0.9813999999999999,0.9665099999999999,1.0152799999999997,0.96168,0.97958,1.0133599999999996,0.95348,0.95243,0.87993,0.9505199999999999,0.9625799999999999,0.9379399999999999,0.9458099999999999,0.9564699999999998,0.95884,1.0467399999999998,1.0373599999999998,1.0486099999999998,1.0137899999999997,0.9107299999999999,0.83164,0.9102800000000001,0.87295,0.91383,0.47043,0.46774000000000004,0.40452,0.39879,0.29035,0.46568,0.53852,0.42232000000000003,0.42276,0.17051,0.15099,0.17831,0.16858,0.13078,0.18772000000000003,0.05843,0.16749,0.17125,0.0,0.06727,0.74026,0.7347,0.7137300000000001,0.7187800000000001,0.68964,0.5900500000000001,0.69908,0.6412000000000001,0.74117,0.7391300000000001,0.6896300000000001,0.68193,0.6393800000000001,0.6815100000000001,0.745,0.68837,0.7213700000000001,0.72494,0.7413500000000001,0.7158700000000001,0.7162000000000001,0.677,0.6698400000000001,0.6740800000000001,0.72613,0.6635600000000001,0.6870900000000001,0.6782500000000001,0.6948900000000001,0.78,0.69593,0.6825600000000001,0.7048400000000001,0.69872,0.6228400000000001,0.66561,0.6813,0.66981,0.72292,0.68915,0.5477700000000001,0.60739,0.541,0.62783,0.43706000000000006,0.5763100000000001,0.5972000000000001,0.5290900000000001,0.60955,0.53566,0.52788,0.5289,0.5779600000000001,0.5692900000000001,0.5571900000000002,0.60263,0.59067,0.64709,0.67747,0.67463,0.62109,0.6683700000000001,0.6721300000000002,0.7228400000000001,0.7245800000000002,0.7029500000000002,0.7686300000000001,0.7913100000000001,0.81206,0.8148600000000001,0.8084600000000001,0.7923800000000001,0.7712000000000001,0.7979,0.6965700000000001
ASV 75,0.817,0.8490299999999998,0.7819899999999999,0.78594,0.8243699999999999,0.9249499999999999,0.9084599999999999,0.92116,0.9123899999999999,0.90762,0.92601,0.8347399999999999,0.6921599999999999,0.7252399999999999,0.7114099999999999,0.71395,0.7417499999999998,0.7256199999999998,1.0509999999999997,1.0049899999999998,0.99076,0.9877199999999998,1.0336499999999997,0.9968899999999999,1.0405999999999997,1.0357199999999998,1.0174499999999997,1.0094499999999997,0.9943099999999999,1.0788799999999996,1.0531699999999997,0.9919899999999998,1.0141899999999997,0.9993,1.0480699999999998,0.9944699999999999,1.0123699999999998,1.0461499999999997,0.9862699999999999,0.9852199999999999,0.9127199999999999,0.9833099999999998,0.99537,0.97073,0.9785999999999998,0.9892599999999999,0.9916299999999999,1.0795299999999999,1.0701499999999997,1.0813999999999997,1.0465799999999998,0.94352,0.8644299999999999,0.94307,0.9057399999999999,0.9466199999999999,0.50322,0.50053,0.43731,0.43157999999999996,0.32314,0.49846999999999997,0.57131,0.45511,0.45555,0.20329999999999998,0.18378,0.21109999999999998,0.20137,0.16357,0.22050999999999998,0.0498,0.20027999999999999,0.20404,0.06727,0.0,0.77305,0.76749,0.7465200000000001,0.7515700000000001,0.72243,0.6228400000000001,0.7318700000000001,0.6739900000000001,0.77396,0.77192,0.7224200000000001,0.7147200000000001,0.6721700000000002,0.7143000000000002,0.7777900000000001,0.7211600000000001,0.75416,0.75773,0.77414,0.7486600000000001,0.74899,0.7097900000000001,0.7026300000000001,0.7068700000000001,0.75892,0.6963500000000001,0.7198800000000001,0.7110400000000001,0.7276800000000001,0.81279,0.7287200000000001,0.7153500000000002,0.7376300000000001,0.7315100000000001,0.6556300000000002,0.6984000000000001,0.7140900000000001,0.7026000000000001,0.75571,0.7219400000000001,0.5805600000000001,0.6401800000000001,0.57379,0.6606200000000001,0.46985000000000005,0.6091000000000001,0.62999,0.5618800000000002,0.6423400000000001,0.5684500000000001,0.5606700000000001,0.5616900000000001,0.6107500000000001,0.6020800000000001,0.5899800000000002,0.6354200000000001,0.6234600000000001,0.67988,0.7102600000000001,0.70742,0.65388,0.7011600000000001,0.7049200000000002,0.7556300000000001,0.7573700000000002,0.7357400000000002,0.8014200000000001,0.8241000000000002,0.84485,0.8476500000000001,0.8412500000000002,0.8251700000000001,0.8039900000000002,0.83069,0.7293600000000002
ASV 76,0.86495,0.89698,0.82994,0.8338899999999999,0.87232,0.9729000000000001,0.95641,0.96911,0.9603400000000001,0.95557,0.97396,0.8826900000000001,0.7401099999999999,0.7731899999999999,0.7593599999999999,0.7618999999999999,0.7897,0.77357,1.0989499999999996,1.0529399999999998,1.0387099999999998,1.0356699999999999,1.0816,1.0448399999999998,1.0885499999999997,1.0836699999999997,1.0653999999999997,1.0574,1.0422599999999997,1.1268299999999998,1.1011199999999997,1.0399399999999999,1.0621399999999999,1.0472499999999998,1.0960199999999998,1.04242,1.0603199999999997,1.0940999999999996,1.03422,1.03317,0.96067,1.0312599999999998,1.0433199999999998,1.0186799999999998,1.0265499999999999,1.0372099999999997,1.0395799999999997,1.1274799999999998,1.1180999999999999,1.1293499999999999,1.0945299999999998,0.99147,0.9123800000000001,0.9910199999999999,0.95369,0.9945700000000001,0.69539,0.6927,0.7046,0.69887,0.6692500000000001,0.79712,0.8699600000000001,0.75376,0.7542,0.77137,0.75185,0.77917,0.76944,0.76274,0.7885800000000001,0.7642100000000001,0.76835,0.7322500000000001,0.74026,0.77305,0.0,0.18156,0.16059,0.16564,0.6195399999999999,0.56849,0.2743,0.59528,0.71961,0.18599,0.6195299999999999,0.61183,0.59346,0.36311000000000004,0.4266,0.36997,0.40297000000000005,0.65484,0.42295000000000005,0.39747,0.39780000000000004,0.38588,0.37871999999999995,0.38295999999999997,0.43501,0.39246,0.39597000000000004,0.38713,0.40376999999999996,0.39494,0.37753000000000003,0.36416000000000004,0.38644,0.31366,0.60128,0.59551,0.6112,0.59971,0.65282,0.39803,0.73237,0.79199,0.7255999999999999,0.81243,0.62166,0.64111,0.6619999999999999,0.59389,0.67435,0.60046,0.59268,0.5937,0.64276,0.6340899999999999,0.62199,0.66743,0.65547,0.66131,0.6916899999999999,0.6888499999999999,0.6353099999999999,0.74911,0.7528700000000002,0.8035800000000001,0.8053200000000001,0.7836900000000001,0.8493700000000001,0.8720500000000001,0.8928,0.8956000000000002,0.8892000000000001,0.8731200000000001,0.8519400000000001,0.8786400000000001,0.7773100000000001
ASV 77,0.85939,0.89142,0.82438,0.8283299999999999,0.86676,0.9673400000000001,0.95085,0.96355,0.9547800000000001,0.95001,0.9684,0.8771300000000001,0.7345499999999999,0.7676299999999999,0.7537999999999999,0.7563399999999999,0.78414,0.76801,1.0933899999999996,1.0473799999999998,1.0331499999999998,1.0301099999999999,1.0760399999999999,1.0392799999999998,1.0829899999999997,1.0781099999999997,1.0598399999999997,1.0518399999999999,1.0366999999999997,1.1212699999999998,1.0955599999999996,1.0343799999999999,1.0565799999999999,1.0416899999999998,1.0904599999999998,1.03686,1.0547599999999997,1.0885399999999996,1.02866,1.02761,0.95511,1.0256999999999998,1.0377599999999998,1.0131199999999998,1.0209899999999998,1.0316499999999997,1.0340199999999997,1.1219199999999998,1.1125399999999999,1.1237899999999998,1.0889699999999998,0.98591,0.9068200000000001,0.9854599999999999,0.94813,0.9890100000000001,0.6898299999999999,0.68714,0.69904,0.69331,0.6636900000000001,0.79156,0.8644000000000001,0.7482,0.74864,0.76581,0.74629,0.77361,0.76388,0.75718,0.78302,0.75865,0.76279,0.7266900000000001,0.7347,0.76749,0.18156,0.0,0.12777,0.056319999999999995,0.6139799999999999,0.56293,0.26874,0.58972,0.7140499999999999,0.15317,0.6139699999999999,0.60627,0.5879,0.35755000000000003,0.42103999999999997,0.36441,0.39741000000000004,0.64928,0.41739000000000004,0.39191,0.39224000000000003,0.38032,0.37315999999999994,0.37739999999999996,0.42945,0.38689999999999997,0.39041000000000003,0.38156999999999996,0.39820999999999995,0.38938,0.37197,0.35860000000000003,0.38088,0.3081,0.59572,0.58995,0.60564,0.59415,0.64726,0.39247,0.72681,0.78643,0.7200399999999999,0.80687,0.6161,0.63555,0.6564399999999999,0.58833,0.66879,0.5949,0.58712,0.58814,0.6372,0.6285299999999999,0.61643,0.66187,0.64991,0.6557499999999999,0.6861299999999999,0.6832899999999998,0.6297499999999999,0.74355,0.7473100000000001,0.79802,0.79976,0.7781300000000001,0.84381,0.8664900000000001,0.88724,0.8900400000000002,0.8836400000000001,0.8675600000000001,0.84638,0.8730800000000001,0.77175
ASV 78,0.83842,0.8704500000000001,0.80341,0.80736,0.84579,0.94637,0.92988,0.94258,0.93381,0.92904,0.94743,0.85616,0.71358,0.74666,0.73283,0.73537,0.76317,0.74704,1.0724199999999997,1.0264099999999998,1.0121799999999999,1.0091399999999997,1.0550699999999997,1.0183099999999998,1.0620199999999997,1.0571399999999997,1.0388699999999997,1.0308699999999997,1.0157299999999998,1.1002999999999996,1.0745899999999997,1.0134099999999997,1.0356099999999997,1.0207199999999998,1.0694899999999998,1.0158899999999997,1.0337899999999998,1.0675699999999997,1.0076899999999998,1.00664,0.9341400000000001,1.0047300000000001,1.0167899999999999,0.99215,1.0000200000000001,1.0106799999999998,1.0130499999999998,1.1009499999999999,1.0915699999999997,1.10282,1.0679999999999998,0.96494,0.8858499999999999,0.96449,0.9271600000000001,0.9680400000000001,0.66886,0.66617,0.6780700000000001,0.67234,0.6427200000000001,0.77059,0.8434300000000001,0.72723,0.72767,0.7448400000000001,0.7253200000000001,0.75264,0.7429100000000001,0.7362100000000001,0.76205,0.7376800000000001,0.74182,0.70572,0.7137300000000001,0.7465200000000001,0.16059,0.12777,0.0,0.11184999999999999,0.5930099999999999,0.54196,0.24777,0.56875,0.6930799999999999,0.10347999999999999,0.593,0.5852999999999999,0.56693,0.33658,0.40007000000000004,0.34343999999999997,0.37644,0.6283099999999999,0.39642,0.37094000000000005,0.37127,0.35934999999999995,0.35219,0.35643,0.40847999999999995,0.36593000000000003,0.36944,0.36060000000000003,0.37724,0.36840999999999996,0.351,0.33763,0.35991000000000006,0.28713,0.57475,0.5689799999999999,0.5846699999999999,0.5731799999999999,0.6262899999999999,0.37149999999999994,0.70584,0.7654599999999999,0.69907,0.7858999999999999,0.59513,0.6145799999999999,0.63547,0.56736,0.64782,0.5739299999999999,0.56615,0.56717,0.6162299999999999,0.60756,0.59546,0.6408999999999999,0.6289399999999999,0.6347799999999999,0.66516,0.6623199999999999,0.6087799999999999,0.72258,0.7263400000000001,0.77705,0.7787900000000001,0.75716,0.82284,0.84552,0.8662700000000001,0.8690700000000002,0.8626700000000002,0.8465900000000001,0.8254100000000001,0.85211,0.7507800000000001
ASV 79,0.84347,0.8755000000000001,0.80846,0.81241,0.85084,0.95142,0.93493,0.94763,0.93886,0.93409,0.9524800000000001,0.86121,0.71863,0.75171,0.73788,0.74042,0.76822,0.75209,1.0774699999999997,1.0314599999999998,1.0172299999999999,1.0141899999999997,1.0601199999999997,1.0233599999999998,1.0670699999999997,1.0621899999999997,1.0439199999999997,1.0359199999999997,1.0207799999999998,1.1053499999999996,1.0796399999999997,1.0184599999999997,1.0406599999999997,1.0257699999999998,1.0745399999999998,1.0209399999999997,1.0388399999999998,1.0726199999999997,1.0127399999999998,1.0116899999999998,0.9391900000000001,1.00978,1.0218399999999999,0.9972,1.0050700000000001,1.0157299999999998,1.0180999999999998,1.1059999999999999,1.0966199999999997,1.10787,1.0730499999999998,0.96999,0.8908999999999999,0.96954,0.9322100000000001,0.9730900000000001,0.67391,0.67122,0.6831200000000001,0.67739,0.6477700000000001,0.77564,0.8484800000000001,0.73228,0.73272,0.7498900000000001,0.7303700000000001,0.75769,0.7479600000000001,0.74126,0.7671,0.74273,0.74687,0.71077,0.7187800000000001,0.7515700000000001,0.16564,0.056319999999999995,0.11184999999999999,0.0,0.5980599999999999,0.54701,0.25282,0.5738,0.6981299999999999,0.13724999999999998,0.59805,0.5903499999999999,0.57198,0.34163,0.40512000000000004,0.34848999999999997,0.38149,0.6333599999999999,0.40147,0.37599000000000005,0.37632,0.36439999999999995,0.35724,0.36148,0.41352999999999995,0.37098000000000003,0.37449,0.36565000000000003,0.38229,0.37345999999999996,0.35605,0.34268,0.36496000000000006,0.29218,0.5798,0.5740299999999999,0.5897199999999999,0.5782299999999999,0.6313399999999999,0.37654999999999994,0.71089,0.7705099999999999,0.70412,0.7909499999999999,0.60018,0.61963,0.64052,0.57241,0.65287,0.5789799999999999,0.5712,0.57222,0.6212799999999999,0.61261,0.60051,0.6459499999999999,0.6339899999999999,0.6398299999999999,0.67021,0.6673699999999999,0.6138299999999999,0.72763,0.7313900000000001,0.7821,0.7838400000000001,0.76221,0.82789,0.85057,0.87132,0.8741200000000001,0.86772,0.8516400000000001,0.8304600000000001,0.85716,0.7558300000000001
ASV 80,0.8143299999999999,0.8463599999999999,0.7793199999999999,0.7832699999999999,0.8217,0.92228,0.90579,0.9184899999999999,0.90972,0.9049499999999999,0.9233399999999999,0.83207,0.6894899999999998,0.7225699999999999,0.7087399999999999,0.7112799999999999,0.7390799999999998,0.7229499999999999,1.0483299999999998,1.0023199999999999,0.9880899999999998,0.9850499999999999,1.0309799999999998,0.9942199999999998,1.0379299999999998,1.0330499999999998,1.0147799999999996,1.0067799999999998,0.99164,1.0762099999999997,1.0504999999999998,0.9893199999999999,1.0115199999999998,0.9966299999999998,1.0453999999999997,0.9917999999999999,1.0096999999999998,1.0434799999999997,0.9835999999999999,0.9825499999999999,0.9100499999999999,0.9806399999999998,0.9926999999999998,0.9680599999999998,0.9759299999999999,0.9865899999999997,0.98896,1.0768599999999997,1.0674799999999998,1.0787299999999997,1.0439099999999997,0.9408500000000001,0.86176,0.9404,0.9030699999999999,0.94395,0.64477,0.64208,0.65398,0.64825,0.61863,0.7464999999999999,0.81934,0.7031399999999999,0.70358,0.72075,0.70123,0.7285499999999999,0.71882,0.7121200000000001,0.73796,0.7135900000000001,0.71773,0.68163,0.68964,0.72243,0.6195399999999999,0.6139799999999999,0.5930099999999999,0.5980599999999999,0.0,0.51787,0.57836,0.54466,0.66899,0.61841,0.42449000000000003,0.41679,0.5428400000000001,0.56079,0.6242800000000001,0.56765,0.60065,0.4179,0.62063,0.5951500000000001,0.59548,0.55628,0.54912,0.5533600000000001,0.60541,0.5428400000000001,0.56637,0.5575300000000001,0.5741700000000001,0.6592800000000001,0.57521,0.56184,0.5841200000000001,0.578,0.55066,0.35857,0.41616,0.29823,0.41587999999999997,0.56843,0.6817500000000001,0.7413700000000001,0.67498,0.7618100000000001,0.5710400000000001,0.59049,0.61138,0.54327,0.62373,0.54984,0.5420600000000001,0.54308,0.59214,0.58347,0.57137,0.61681,0.60485,0.61069,0.64107,0.63823,0.5846899999999999,0.69849,0.7022500000000002,0.7529600000000001,0.7547000000000001,0.7330700000000001,0.7987500000000001,0.8214300000000001,0.84218,0.8449800000000002,0.8385800000000001,0.8225000000000001,0.8013200000000001,0.8280200000000001,0.7266900000000002
ASV 81,0.7147399999999999,0.74677,0.67973,0.68368,0.72211,0.82269,0.8062,0.8189,0.81013,0.80536,0.82375,0.73248,0.5898999999999999,0.6229799999999999,0.6091499999999999,0.6116899999999998,0.6394899999999999,0.6233599999999999,0.94874,0.9027299999999999,0.8885,0.88546,0.93139,0.8946299999999999,0.9383400000000001,0.9334599999999998,0.9151899999999998,0.9071899999999998,0.8920499999999999,0.9766199999999999,0.95091,0.88973,0.91193,0.89704,0.9458099999999999,0.8922100000000001,0.9101100000000001,0.94389,0.8840099999999999,0.8829599999999999,0.8104600000000001,0.88105,0.89311,0.86847,0.87634,0.8869999999999999,0.8893699999999999,0.97727,0.9678899999999998,0.97914,0.9443199999999999,0.84126,0.7621699999999999,0.84081,0.8034800000000001,0.8443600000000001,0.54518,0.54249,0.55439,0.5486599999999999,0.51904,0.64691,0.7197500000000001,0.60355,0.60399,0.62116,0.6016400000000001,0.62896,0.6192300000000001,0.6125300000000001,0.63837,0.6140000000000001,0.61814,0.58204,0.5900500000000001,0.6228400000000001,0.56849,0.56293,0.54196,0.54701,0.51787,0.0,0.52731,0.46943,0.5453399999999999,0.56736,0.51786,0.5101600000000001,0.46761,0.5097400000000001,0.57323,0.5166,0.5496000000000001,0.5531699999999999,0.56958,0.5441,0.54443,0.5052300000000001,0.49807,0.50231,0.55436,0.49179000000000006,0.51532,0.50648,0.52312,0.60823,0.52416,0.5107900000000001,0.53307,0.52695,0.42701,0.49384,0.50953,0.49804,0.55115,0.51738,0.58216,0.64178,0.57539,0.66222,0.47145,0.4909,0.51179,0.44367999999999996,0.52414,0.45025000000000004,0.44247000000000003,0.44349,0.49255,0.48388,0.47178,0.51722,0.50526,0.5111,0.54148,0.5386399999999999,0.4851,0.5989,0.6026600000000002,0.65337,0.6551100000000001,0.63348,0.69916,0.72184,0.7425900000000001,0.7453900000000002,0.73899,0.7229100000000002,0.7017300000000002,0.7284300000000001,0.6271000000000001
