,ASV 0,ASV 1,ASV 2,ASV 3,ASV 4,ASV 5,ASV 6,ASV 7,ASV 8,ASV 9,ASV 10,ASV 11,ASV 12,ASV 13,ASV 14,ASV 15,ASV 16,ASV 17,ASV 18,ASV 19,ASV 20,ASV 21,ASV 22,ASV 23,ASV 24,ASV 25,ASV 26,ASV 27,ASV 28,ASV 29,ASV 30,ASV 31,ASV 32,ASV 33,ASV 34,ASV 35,ASV 36,ASV 37,ASV 38,ASV 39,ASV 40,ASV 41,ASV 42,ASV 43,ASV 44,ASV 45,ASV 46,ASV 47,ASV 48,ASV 49,ASV 50,ASV 51,ASV 52,ASV 53,ASV 54,ASV 55,ASV 56,ASV 57,ASV 58,ASV 59,ASV 60,ASV 61,ASV 62,ASV 63,ASV 64,ASV 65,ASV 66,ASV 67,ASV 68,ASV 69,ASV 70,ASV 71,ASV 72,ASV 73,ASV 74,ASV 75,ASV 76,ASV 77,ASV 78,ASV 79,ASV 80,ASV 81,ASV 82,ASV 83,ASV 84,ASV 85,ASV 86,ASV 87,ASV 88,ASV 89,ASV 90,ASV 91,ASV 92,ASV 93,ASV 94,ASV 95,ASV 96,ASV 97,ASV 98,ASV 99,ASV 100,ASV 101,ASV 102,ASV 103,ASV 104,ASV 105,ASV 106,ASV 107,ASV 108,ASV 109,ASV 110,ASV 111,ASV 112,ASV 113,ASV 114,ASV 115,ASV 116,ASV 117,ASV 118,ASV 119,ASV 120,ASV 121,ASV 122,ASV 123,ASV 124,ASV 125,ASV 126,ASV 127,ASV 128,ASV 129,ASV 130,ASV 131,ASV 132,ASV 133,ASV 134,ASV 135,ASV 136,ASV 137,ASV 138,ASV 139,ASV 140,ASV 141,ASV 142,ASV 143,ASV 144,ASV 145,ASV 146,ASV 147,ASV 148,ASV 149,ASV 150
ASV 32,1.05005,1.08208,1.01504,1.01899,1.05742,1.158,1.14151,1.15421,1.14544,1.14067,1.15906,1.06779,0.9252100000000001,0.9582900000000001,0.9444600000000001,0.9470000000000001,0.9748000000000001,0.9586699999999999,0.12292999999999998,0.09884,0.10687,0.15829,0.20421999999999998,0.113,0.11252999999999999,0.10765,0.05834,0.1033,0.16488,0.15081,0.1251,0.16255999999999998,0.0,0.11541,0.12000000000000001,0.11058,0.18294,0.11808,0.2818,0.28075,0.44213,0.30876000000000003,0.32082,0.29618,0.30405000000000004,0.21914999999999998,0.22152,0.30942000000000003,0.30004000000000003,0.31129,0.27647000000000005,0.49787,0.41878,0.49742,0.46009,0.50097,0.93653,0.9338399999999999,0.9457399999999999,0.9400099999999999,0.9103899999999999,1.0382599999999997,1.1110999999999998,0.9949,0.99534,1.0125099999999998,0.9929899999999999,1.0203099999999996,1.0105799999999998,1.0038799999999999,1.0297199999999997,1.00535,1.0094899999999998,0.9733899999999999,0.9813999999999999,1.0141899999999997,1.0621399999999999,1.0565799999999999,1.0356099999999997,1.0406599999999997,1.0115199999999998,0.91193,1.0209599999999996,0.96308,1.0630499999999998,1.0610099999999998,1.0115099999999997,1.0038099999999999,0.9612599999999999,1.00339,1.0668799999999998,1.0102499999999996,1.0432499999999998,1.0468199999999999,1.06323,1.0377499999999997,1.03808,0.9988799999999999,0.9917199999999998,0.9959599999999998,1.0480099999999999,0.98544,1.0089699999999997,1.00013,1.0167699999999997,1.1018799999999997,1.0178099999999997,1.00444,1.0267199999999999,1.0205999999999997,0.9447199999999999,0.9874899999999999,1.00318,0.9916899999999998,1.0447999999999997,1.0110299999999997,0.97351,1.0331299999999999,0.9667399999999998,1.05357,0.8627999999999999,0.8981899999999999,0.91908,0.8509699999999999,0.9314299999999999,0.8575400000000001,0.84976,0.85078,0.8998400000000001,0.8911699999999999,0.8790699999999999,0.9245099999999998,0.9125499999999999,0.9689699999999998,0.9993499999999998,0.9965099999999999,0.94297,0.9145899999999999,0.9183500000000001,0.9690599999999999,0.9708,0.94917,1.0148499999999998,1.0375299999999998,1.0582799999999999,1.0610799999999998,1.0546799999999998,1.0386,1.0174199999999998,1.04412,0.92743
ASV 33,1.0351599999999999,1.0671899999999999,1.00015,1.0041,1.04253,1.14311,1.12662,1.13932,1.13055,1.12578,1.14417,1.0529,0.91032,0.9434000000000001,0.9295700000000001,0.9321100000000001,0.95991,0.9437800000000001,0.15222,0.10621,0.02744,0.14340000000000003,0.18933,0.042010000000000006,0.14181999999999997,0.13693999999999998,0.11867,0.11067,0.14999,0.1801,0.15438999999999997,0.14767000000000002,0.11541,0.0,0.14929000000000003,0.08667,0.16805,0.14737,0.26691000000000004,0.26586000000000004,0.42724,0.29387,0.30593,0.28129,0.28916000000000003,0.20426,0.20662999999999998,0.29453,0.28515,0.2964,0.26158000000000003,0.48297999999999996,0.40388999999999997,0.48253,0.4452,0.48608,0.9216399999999999,0.91895,0.9308500000000001,0.92512,0.8955000000000001,1.0233699999999997,1.0962099999999997,0.9800099999999999,0.9804499999999999,0.9976200000000001,0.9780999999999999,1.00542,0.9956900000000001,0.9889899999999999,1.0148299999999997,0.99046,0.9946,0.9585,0.9665099999999999,0.9993,1.0472499999999998,1.0416899999999998,1.0207199999999998,1.0257699999999998,0.9966299999999998,0.89704,1.00607,0.94819,1.0481599999999998,1.0461199999999997,0.99662,0.9889199999999999,0.94637,0.9885,1.0519899999999998,0.9953599999999999,1.0283599999999997,1.0319299999999998,1.0483399999999998,1.0228599999999999,1.0231899999999998,0.98399,0.97683,0.98107,1.0331199999999998,0.9705499999999999,0.99408,0.98524,1.00188,1.08699,1.00292,0.98955,1.0118299999999998,1.0057099999999999,0.92983,0.9726,0.98829,0.9768,1.0299099999999999,0.9961399999999999,0.9586199999999999,1.0182399999999998,0.95185,1.0386799999999998,0.84791,0.8833000000000001,0.9041899999999999,0.83608,0.91654,0.84265,0.8348700000000001,0.8358900000000001,0.88495,0.8762800000000001,0.8641800000000001,0.90962,0.89766,0.9540799999999999,0.98446,0.9816199999999998,0.9280799999999999,0.8997,0.90346,0.9541700000000001,0.9559100000000001,0.9342800000000001,0.9999599999999998,1.02264,1.0433899999999998,1.04619,1.03979,1.02371,1.00253,1.0292299999999999,0.9125400000000001
ASV 34,1.0839299999999998,1.1159599999999998,1.0489199999999999,1.05287,1.0913,1.19188,1.17539,1.18809,1.17932,1.17455,1.19294,1.10167,0.95909,0.9921700000000001,0.9783400000000001,0.9808800000000001,1.00868,0.99255,0.09311,0.13272,0.14075,0.19217,0.2381,0.14688,0.02037,0.061630000000000004,0.12326000000000001,0.13718000000000002,0.19876000000000002,0.12717,0.05894,0.19644,0.12000000000000001,0.14929000000000003,0.0,0.14445999999999998,0.21682,0.051919999999999994,0.31568,0.31463,0.47601,0.34264,0.35469999999999996,0.33006,0.33793,0.25303000000000003,0.2554,0.3433,0.33392,0.34517,0.31035,0.53175,0.45266,0.5313,0.49396999999999996,0.5348499999999999,0.9704099999999999,0.96772,0.97962,0.97389,0.94427,1.0721399999999996,1.1449799999999999,1.0287799999999998,1.0292199999999998,1.04639,1.0268699999999997,1.0541899999999997,1.04446,1.0377599999999998,1.0635999999999999,1.0392299999999999,1.04337,1.0072699999999999,1.0152799999999997,1.0480699999999998,1.0960199999999998,1.0904599999999998,1.0694899999999998,1.0745399999999998,1.0453999999999997,0.9458099999999999,1.0548399999999998,0.99696,1.0969299999999997,1.0948899999999997,1.0453899999999998,1.0376899999999998,0.99514,1.03727,1.1007599999999997,1.0441299999999998,1.0771299999999997,1.0806999999999998,1.0971099999999998,1.0716299999999999,1.0719599999999998,1.03276,1.0255999999999998,1.0298399999999999,1.0818899999999998,1.0193199999999998,1.0428499999999998,1.0340099999999999,1.0506499999999999,1.1357599999999999,1.0516899999999998,1.03832,1.0605999999999998,1.0544799999999999,0.9786,1.0213699999999997,1.0370599999999999,1.0255699999999996,1.0786799999999996,1.0449099999999998,1.00739,1.0670099999999998,1.0006199999999998,1.0874499999999998,0.89668,0.9320700000000001,0.9529599999999999,0.88485,0.96531,0.89142,0.8836400000000001,0.8846600000000001,0.93372,0.92505,0.91295,0.95839,0.94643,1.00285,1.0332299999999999,1.0303899999999997,0.9768499999999999,0.94847,0.95223,1.0029399999999997,1.0046799999999998,0.9830500000000001,1.04873,1.0714099999999998,1.0921599999999998,1.09496,1.0885599999999998,1.0724799999999999,1.0513,1.0779999999999998,0.9613099999999999
ASV 35,1.03033,1.06236,0.9953200000000001,0.9992700000000001,1.0377,1.13828,1.12179,1.13449,1.12572,1.1209500000000001,1.13934,1.04807,0.9054900000000001,0.9385700000000001,0.9247400000000001,0.9272800000000001,0.9550800000000002,0.93895,0.14739,0.10138,0.07813,0.13857000000000003,0.1845,0.08426,0.13698999999999997,0.13210999999999998,0.11384,0.10584,0.14516,0.17527,0.14955999999999997,0.14284000000000002,0.11058,0.08667,0.14445999999999998,0.0,0.16322,0.14254,0.26208000000000004,0.26103000000000004,0.42241,0.28904,0.3011,0.27646,0.28433,0.19943,0.20179999999999998,0.2897,0.28032,0.29157,0.25675000000000003,0.47814999999999996,0.39905999999999997,0.4777,0.44037,0.48125,0.91681,0.9141199999999999,0.92602,0.9202899999999999,0.89067,1.0185399999999998,1.0913799999999998,0.97518,0.97562,0.99279,0.97327,1.0005899999999999,0.99086,0.98416,1.0099999999999998,0.9856299999999999,0.9897699999999999,0.9536699999999999,0.96168,0.9944699999999999,1.04242,1.03686,1.0158899999999997,1.0209399999999997,0.9917999999999999,0.8922100000000001,1.00124,0.9433600000000001,1.0433299999999999,1.0412899999999998,0.9917899999999998,0.98409,0.9415399999999999,0.9836699999999999,1.0471599999999999,0.99053,1.0235299999999998,1.0270999999999997,1.04351,1.0180299999999998,1.0183599999999997,0.9791599999999999,0.9719999999999999,0.9762399999999999,1.0282899999999997,0.96572,0.9892499999999999,0.9804099999999999,0.9970499999999999,1.0821599999999998,0.99809,0.9847199999999999,1.0070000000000001,1.00088,0.9249999999999999,0.9677699999999999,0.9834599999999999,0.9719699999999999,1.0250799999999998,0.99131,0.95379,1.0134099999999997,0.9470199999999999,1.03385,0.8430800000000002,0.87847,0.89936,0.83125,0.9117099999999999,0.8378200000000001,0.83004,0.83106,0.8801200000000001,0.87145,0.85935,0.9047899999999999,0.8928299999999999,0.94925,0.9796299999999999,0.9767899999999999,0.92325,0.8948699999999999,0.8986300000000002,0.94934,0.95108,0.92945,0.99513,1.0178099999999999,1.03856,1.04136,1.0349599999999999,1.0188799999999998,0.9976999999999999,1.0244,0.90771
ASV 36,1.04823,1.08026,1.01322,1.0171700000000001,1.0556,1.15618,1.13969,1.15239,1.14362,1.1388500000000001,1.15724,1.06597,0.9233900000000002,0.9564700000000002,0.9426400000000001,0.9451800000000001,0.9729800000000002,0.95685,0.21975000000000003,0.17374,0.15951,0.12958999999999998,0.05636,0.16563999999999998,0.20935,0.20447,0.1862,0.17820000000000003,0.08718000000000001,0.24763000000000002,0.22192,0.13385999999999998,0.18294,0.16805,0.21682,0.16322,0.0,0.2149,0.27998,0.27893,0.44031000000000003,0.30694,0.319,0.29435999999999996,0.30223,0.21733,0.2197,0.30760000000000004,0.29822000000000004,0.30947,0.27465000000000006,0.49605000000000005,0.41696,0.49560000000000004,0.45827,0.49915000000000004,0.93471,0.93202,0.94392,0.93819,0.90857,1.0364399999999998,1.1092799999999998,0.9930800000000001,0.9935200000000001,1.0106899999999999,0.99117,1.0184899999999997,1.0087599999999999,1.00206,1.0278999999999998,1.00353,1.0076699999999998,0.9715699999999999,0.97958,1.0123699999999998,1.0603199999999997,1.0547599999999997,1.0337899999999998,1.0388399999999998,1.0096999999999998,0.9101100000000001,1.0191399999999997,0.9612600000000001,1.0612299999999997,1.0591899999999999,1.0096899999999998,1.00199,0.95944,1.00157,1.06506,1.0084299999999997,1.0414299999999999,1.0449999999999997,1.0614099999999997,1.0359299999999998,1.0362599999999997,0.99706,0.9898999999999999,0.9941399999999999,1.0461899999999997,0.98362,1.00715,0.9983099999999999,1.0149499999999998,1.1000599999999998,1.0159899999999997,1.00262,1.0249,1.0187799999999998,0.9429,0.9856699999999999,1.00136,0.9898699999999999,1.0429799999999998,1.0092099999999997,0.97169,1.0313099999999997,0.9649199999999999,1.0517499999999997,0.86098,0.89637,0.9172600000000001,0.8491500000000002,0.9296099999999999,0.8557200000000001,0.8479400000000002,0.8489600000000003,0.8980200000000002,0.88935,0.87725,0.9226899999999999,0.9107299999999999,0.9671499999999998,0.9975299999999999,0.99469,0.94115,0.91277,0.9165300000000002,0.96724,0.9689800000000001,0.94735,1.0130299999999999,1.03571,1.0564599999999997,1.0592599999999999,1.05286,1.0367799999999998,1.0155999999999998,1.0422999999999998,0.92561
ASV 37,1.08201,1.11404,1.047,1.0509499999999998,1.08938,1.18996,1.17347,1.18617,1.1774,1.17263,1.19102,1.09975,0.9571700000000001,0.9902500000000001,0.9764200000000001,0.97896,1.00676,0.9906299999999999,0.09119,0.1308,0.13883,0.19025000000000003,0.23618,0.14495999999999998,0.044449999999999996,0.05971,0.12134,0.13526,0.19684000000000001,0.12525,0.0292,0.19452000000000003,0.11808,0.14737,0.051919999999999994,0.14254,0.2149,0.0,0.31376000000000004,0.31271000000000004,0.47409,0.34072,0.35278,0.32814,0.33601000000000003,0.25111,0.25348000000000004,0.34138,0.332,0.34325,0.30843000000000004,0.5298299999999999,0.45074,0.52938,0.49205,0.5329299999999999,0.96849,0.9657999999999999,0.9776999999999999,0.9719699999999999,0.9423499999999999,1.0702199999999997,1.1430599999999997,1.0268599999999997,1.0272999999999997,1.0444699999999998,1.0249499999999996,1.0522699999999998,1.0425399999999998,1.0358399999999999,1.0616799999999997,1.0373099999999997,1.0414499999999998,1.00535,1.0133599999999996,1.0461499999999997,1.0940999999999996,1.0885399999999996,1.0675699999999997,1.0726199999999997,1.0434799999999997,0.94389,1.0529199999999999,0.9950399999999998,1.0950099999999996,1.0929699999999996,1.0434699999999997,1.0357699999999999,0.9932199999999999,1.0353499999999998,1.0988399999999996,1.0422099999999999,1.0752099999999998,1.0787799999999996,1.0951899999999997,1.0697099999999997,1.0700399999999997,1.0308399999999998,1.0236799999999997,1.0279199999999997,1.0799699999999997,1.0173999999999999,1.0409299999999997,1.0320899999999997,1.0487299999999997,1.1338399999999997,1.0497699999999999,1.0363999999999998,1.0586799999999998,1.0525599999999997,0.9766799999999999,1.0194499999999997,1.0351399999999997,1.0236499999999997,1.0767599999999997,1.0429899999999999,1.0054699999999999,1.0650899999999999,0.9986999999999998,1.0855299999999997,0.8947600000000001,0.9301499999999999,0.95104,0.8829300000000001,0.9633899999999999,0.8895000000000001,0.88172,0.88274,0.9318000000000001,0.9231299999999999,0.9110299999999999,0.9564699999999998,0.9445099999999998,1.0009299999999999,1.0313099999999997,1.0284699999999996,0.9749299999999997,0.9465499999999999,0.9503100000000001,1.0010199999999998,1.0027599999999999,0.98113,1.0468099999999998,1.0694899999999998,1.0902399999999997,1.0930399999999998,1.0866399999999998,1.0705599999999997,1.04938,1.0760799999999997,0.95939
ASV 38,1.02213,1.05416,0.9871200000000001,0.9910700000000001,1.0295,1.13008,1.11359,1.12629,1.11752,1.1127500000000001,1.13114,1.03987,0.8972900000000001,0.9303700000000001,0.9165400000000001,0.9190800000000001,0.9468800000000002,0.93075,0.31861000000000006,0.2726,0.25837000000000004,0.25533,0.30126000000000003,0.2645,0.30821000000000004,0.30333000000000004,0.28506000000000004,0.27706,0.26192,0.34649,0.32078000000000007,0.2596,0.2818,0.26691000000000004,0.31568,0.26208000000000004,0.27998,0.31376000000000004,0.0,0.13595000000000002,0.41421,0.28084,0.2929,0.26826,0.27613,0.25687,0.25924,0.34714,0.33776,0.34901,0.31419,0.46995,0.39086,0.4695,0.43217,0.47304999999999997,0.90861,0.90592,0.91782,0.91209,0.88247,1.0103399999999998,1.0831799999999998,0.9669800000000001,0.9674200000000001,0.98459,0.96507,0.99239,0.98266,0.97596,1.0018,0.9774299999999999,0.9815699999999999,0.9454699999999999,0.95348,0.9862699999999999,1.03422,1.02866,1.0076899999999998,1.0127399999999998,0.9835999999999999,0.8840099999999999,0.99304,0.9351599999999999,1.0351299999999999,1.0330899999999998,0.9835899999999999,0.97589,0.93334,0.97547,1.0389599999999999,0.98233,1.0153299999999998,1.0189,1.03531,1.0098299999999998,1.01016,0.9709599999999999,0.9637999999999999,0.9680399999999999,1.02009,0.95752,0.9810499999999999,0.9722099999999999,0.9888499999999999,1.07396,0.98989,0.9765199999999999,0.9988,0.9926799999999999,0.9168,0.9595699999999999,0.9752599999999999,0.9637699999999999,1.0168799999999998,0.98311,0.94559,1.0052100000000002,0.9388199999999999,1.02565,0.83488,0.87027,0.8911599999999998,0.82305,0.9035099999999999,0.8296200000000001,0.82184,0.82286,0.8719199999999999,0.86325,0.85115,0.8965899999999999,0.8846299999999999,0.9410499999999998,0.9714299999999999,0.96859,0.9150499999999998,0.88667,0.8904300000000002,0.94114,0.94288,0.92125,0.98693,1.00961,1.03036,1.03316,1.02676,1.01068,0.9895000000000002,1.0162,0.89951
ASV 39,1.02108,1.05311,0.9860700000000001,0.9900200000000001,1.02845,1.12903,1.11254,1.12524,1.11647,1.1117000000000001,1.13009,1.03882,0.8962400000000001,0.9293200000000001,0.9154900000000001,0.9180300000000001,0.9458300000000002,0.9297,0.31756000000000006,0.27155,0.25732000000000005,0.25428,0.30021000000000003,0.26345,0.30716000000000004,0.30228000000000005,0.28401000000000004,0.27601,0.26087,0.34544,0.31973000000000007,0.25855,0.28075,0.26586000000000004,0.31463,0.26103000000000004,0.27893,0.31271000000000004,0.13595000000000002,0.0,0.41316,0.27979,0.29185,0.26721,0.27508,0.25582,0.25819000000000003,0.34609,0.33671,0.34796,0.31314000000000003,0.4689,0.38981,0.46845,0.43112,0.472,0.90756,0.90487,0.91677,0.91104,0.88142,1.0092899999999998,1.0821299999999998,0.9659300000000001,0.9663700000000001,0.98354,0.96402,0.99134,0.98161,0.97491,1.00075,0.9763799999999999,0.98052,0.9444199999999999,0.95243,0.9852199999999999,1.03317,1.02761,1.00664,1.0116899999999998,0.9825499999999999,0.8829599999999999,0.99199,0.9341099999999999,1.0340799999999999,1.0320399999999998,0.9825399999999999,0.97484,0.93229,0.97442,1.0379099999999999,0.98128,1.0142799999999998,1.01785,1.03426,1.0087799999999998,1.00911,0.9699099999999999,0.9627499999999999,0.9669899999999999,1.01904,0.95647,0.9799999999999999,0.9711599999999999,0.9877999999999999,1.07291,0.98884,0.97547,0.99775,0.9916299999999999,0.91575,0.9585199999999999,0.9742099999999999,0.9627199999999999,1.0158299999999998,0.98206,0.94454,1.0041600000000002,0.9377699999999999,1.0246,0.83383,0.86922,0.8901099999999998,0.822,0.9024599999999999,0.8285700000000001,0.82079,0.82181,0.8708699999999999,0.8622,0.8501,0.8955399999999999,0.8835799999999999,0.9399999999999998,0.9703799999999999,0.96754,0.9139999999999998,0.88562,0.8893800000000002,0.94009,0.9418300000000001,0.9202,0.98588,1.00856,1.02931,1.03211,1.02571,1.00963,0.9884500000000002,1.01515,0.89846
ASV 40,0.9485800000000002,0.9806100000000002,0.9135700000000001,0.9175200000000001,0.9559500000000002,1.05653,1.04004,1.05274,1.04397,1.0392000000000001,1.05759,0.9663200000000002,0.8237400000000001,0.8568200000000001,0.8429900000000001,0.8455300000000001,0.8733300000000002,0.8572,0.47894000000000003,0.43293000000000004,0.4187,0.41566000000000003,0.46159000000000006,0.42483000000000004,0.46854,0.46366,0.44539,0.43739000000000006,0.42225,0.5068199999999999,0.48111,0.41993,0.44213,0.42724,0.47601,0.42241,0.44031000000000003,0.47409,0.41421,0.41316,0.0,0.41125,0.42330999999999996,0.39866999999999997,0.40654,0.4172,0.41957,0.50747,0.49809000000000003,0.50934,0.47452000000000005,0.3964,0.31731,0.39595,0.35862,0.39949999999999997,0.83506,0.8323699999999999,0.84427,0.83854,0.80892,0.9367899999999999,1.0096299999999998,0.8934300000000001,0.89387,0.91104,0.89152,0.91884,0.90911,0.90241,0.9282499999999999,0.9038799999999999,0.9080199999999999,0.8719199999999999,0.87993,0.9127199999999999,0.96067,0.95511,0.9341400000000001,0.9391900000000001,0.9100499999999999,0.8104600000000001,0.91949,0.8616100000000001,0.96158,0.95954,0.9100400000000001,0.90234,0.8597899999999999,0.9019199999999999,0.96541,0.90878,0.94178,0.94535,0.9617600000000001,0.9362800000000001,0.93661,0.8974099999999999,0.8902500000000001,0.8944900000000001,0.94654,0.88397,0.9075000000000001,0.8986600000000001,0.9153000000000001,1.0004100000000002,0.91634,0.9029699999999999,0.92525,0.9191299999999999,0.8432499999999999,0.8860199999999999,0.9017099999999999,0.8902199999999999,0.9433299999999999,0.90956,0.87204,0.93166,0.8652699999999999,0.9521000000000001,0.7613300000000001,0.79672,0.8176100000000001,0.7495,0.8299599999999999,0.7560700000000001,0.74829,0.74931,0.7983700000000001,0.7897,0.7776,0.8230399999999999,0.8110799999999999,0.8675,0.8978799999999999,0.89504,0.8415,0.81312,0.8168800000000002,0.86759,0.86933,0.8477,0.91338,0.93606,0.95681,0.9596100000000002,0.95321,0.9371300000000001,0.9159500000000002,0.9426500000000001,0.82596
ASV 41,1.0191700000000001,1.0512,0.98416,0.98811,1.02654,1.12712,1.11063,1.12333,1.11456,1.10979,1.12818,1.03691,0.8943300000000001,0.9274100000000001,0.9135800000000001,0.91612,0.9439200000000001,0.9277899999999999,0.34557000000000004,0.29956000000000005,0.28533000000000003,0.28229,0.32822,0.29146,0.33517,0.33029000000000003,0.31202,0.30402,0.28887999999999997,0.37345,0.34774000000000005,0.28656,0.30876000000000003,0.29387,0.34264,0.28904,0.30694,0.34072,0.28084,0.27979,0.41125,0.0,0.11760000000000001,0.09296000000000001,0.10083,0.28383,0.2862,0.3741,0.36472000000000004,0.37597,0.34115000000000006,0.46698999999999996,0.38789999999999997,0.46654,0.42921000000000004,0.47008999999999995,0.90565,0.9029599999999999,0.9148599999999999,0.9091299999999999,0.8795099999999999,1.00738,1.0802199999999997,0.96402,0.96446,0.9816299999999999,0.9621099999999999,0.9894299999999999,0.9796999999999999,0.973,0.9988399999999998,0.9744699999999998,0.9786099999999999,0.9425099999999998,0.9505199999999999,0.9833099999999998,1.0312599999999998,1.0256999999999998,1.0047300000000001,1.00978,0.9806399999999998,0.88105,0.99008,0.9322,1.0321699999999998,1.0301299999999998,0.98063,0.97293,0.9303799999999999,0.9725099999999999,1.0359999999999998,0.97937,1.0123699999999998,1.0159399999999998,1.0323499999999999,1.0068700000000002,1.0072,0.9679999999999999,0.96084,0.96508,1.0171299999999999,0.95456,0.97809,0.9692500000000001,0.98589,1.071,0.98693,0.9735599999999999,0.99584,0.9897199999999998,0.9138399999999999,0.9566099999999998,0.9722999999999998,0.9608099999999998,1.0139199999999997,0.98015,0.94263,1.00225,0.9358599999999998,1.0226899999999999,0.8319200000000001,0.8673099999999999,0.8882,0.8200900000000001,0.9005499999999999,0.8266600000000001,0.81888,0.8199000000000001,0.8689600000000001,0.8602899999999999,0.8481900000000001,0.8936299999999998,0.8816699999999998,0.93809,0.9684699999999998,0.9656299999999999,0.91209,0.8837099999999999,0.8874700000000001,0.9381799999999999,0.93992,0.9182899999999999,0.9839699999999999,1.0066499999999998,1.0273999999999999,1.0302,1.0237999999999998,1.00772,0.9865400000000001,1.01324,0.89655
ASV 42,1.0312299999999999,1.0632599999999999,0.99622,1.00017,1.0386,1.1391799999999999,1.12269,1.13539,1.12662,1.12185,1.14024,1.04897,0.90639,0.93947,0.92564,0.92818,0.95598,0.9398499999999999,0.35763,0.31162,0.29739,0.29434999999999995,0.34027999999999997,0.30352,0.34723000000000004,0.34235,0.32408,0.31608,0.30094,0.38550999999999996,0.35979999999999995,0.29862,0.32082,0.30593,0.35469999999999996,0.3011,0.319,0.35278,0.2929,0.29185,0.42330999999999996,0.11760000000000001,0.0,0.062479999999999994,0.07035,0.29589,0.29825999999999997,0.38616000000000006,0.37678,0.38803,0.35321,0.47905000000000003,0.39996,0.47859999999999997,0.44127,0.48215,0.9177099999999999,0.9150200000000001,0.9269200000000001,0.9211900000000001,0.8915700000000001,1.01944,1.09228,0.97608,0.9765199999999999,0.9936900000000001,0.9741699999999999,1.00149,0.9917600000000001,0.9850599999999999,1.0109,0.98653,0.99067,0.95457,0.9625799999999999,0.99537,1.0433199999999998,1.0377599999999998,1.0167899999999999,1.0218399999999999,0.9926999999999998,0.89311,1.00214,0.94426,1.0442299999999998,1.0421899999999997,0.99269,0.9849899999999999,0.94244,0.9845700000000001,1.0480599999999998,0.9914299999999999,1.02443,1.0279999999999998,1.0444099999999998,1.01893,1.0192599999999998,0.98006,0.9729,0.97714,1.0291899999999998,0.9666199999999999,0.99015,0.98131,0.99795,1.08306,0.9989899999999999,0.98562,1.0078999999999998,1.0017800000000001,0.9259000000000001,0.96867,0.98436,0.97287,1.02598,0.9922099999999999,0.9546899999999999,1.0143099999999998,0.94792,1.0347499999999998,0.8439800000000001,0.8793699999999999,0.90026,0.8321500000000001,0.91261,0.8387200000000002,0.8309400000000001,0.8319600000000001,0.88102,0.8723500000000001,0.8602500000000001,0.90569,0.89373,0.9501499999999999,0.98053,0.9776899999999998,0.9241499999999999,0.8957700000000001,0.89953,0.9502400000000001,0.9519800000000002,0.9303500000000001,0.9960300000000001,1.01871,1.0394599999999998,1.04226,1.0358599999999998,1.01978,0.9986,1.0252999999999999,0.9086099999999999
ASV 43,1.00659,1.0386199999999999,0.9715800000000001,0.9755300000000001,1.0139600000000002,1.11454,1.09805,1.1107500000000001,1.10198,1.09721,1.1156,1.02433,0.88175,0.9148300000000001,0.9010000000000001,0.9035400000000001,0.9313400000000001,0.9152100000000001,0.33299,0.28697999999999996,0.27275,0.26970999999999995,0.31564,0.27888,0.32259000000000004,0.31771,0.29944,0.29144,0.2763,0.36086999999999997,0.33516,0.27397999999999995,0.29618,0.28129,0.33006,0.27646,0.29435999999999996,0.32814,0.26826,0.26721,0.39866999999999997,0.09296000000000001,0.062479999999999994,0.0,0.02065,0.27125,0.27362,0.36152000000000006,0.35214,0.36339,0.32857000000000003,0.45441000000000004,0.37532000000000004,0.45396,0.41663,0.45751000000000003,0.8930699999999999,0.8903800000000001,0.9022800000000001,0.8965500000000001,0.8669300000000001,0.9948,1.06764,0.95144,0.95188,0.9690500000000001,0.9495299999999999,0.9768499999999999,0.9671200000000001,0.9604199999999999,0.98626,0.96189,0.96603,0.92993,0.9379399999999999,0.97073,1.0186799999999998,1.0131199999999998,0.99215,0.9972,0.9680599999999998,0.86847,0.9774999999999999,0.91962,1.0195899999999998,1.0175499999999997,0.96805,0.9603499999999999,0.9178000000000001,0.9599300000000001,1.0234199999999998,0.9667899999999999,0.9997900000000001,1.00336,1.0197699999999998,0.99429,0.99462,0.95542,0.94826,0.9525,1.00455,0.9419799999999999,0.96551,0.95667,0.97331,1.05842,0.9743499999999999,0.9609800000000001,0.9832599999999999,0.97714,0.9012600000000001,0.94403,0.95972,0.94823,1.0013400000000001,0.9675699999999999,0.9300499999999999,0.9896699999999999,0.92328,1.0101099999999998,0.8193400000000001,0.8547299999999999,0.87562,0.8075100000000001,0.88797,0.8140800000000001,0.8063000000000001,0.8073200000000001,0.85638,0.8477100000000001,0.8356100000000001,0.88105,0.86909,0.9255099999999999,0.95589,0.9530499999999998,0.8995099999999999,0.8711300000000001,0.8748900000000001,0.9256000000000001,0.9273400000000002,0.9057100000000001,0.9713900000000001,0.9940700000000001,1.0148199999999998,1.01762,1.01122,0.99514,0.97396,1.0006599999999999,0.8839699999999999
