"","C18n_QI55__glycolithocholate","HILp_QI7976__piperine","HILp_TF54__leucine","HILp_TF53__isoleucine","C18n_QI38__eicosenoate","HILp_QI30__trimethylamine-N-oxide","HILn_QI32__aspartate","HILn_QI28433__propionate","C18n_QI61__taurochenodeoxycholate","HILp_TF14__2-deoxycytidine","HILn_QI114__succinate","C18n_QI34__eicosapentaenoate","HILp_TF25__C8 carnitine","C18n_QI80__carnosol","C18n_QI07__9.10-diHOME","HILn_TF3__alpha-ketoglutarate","HILp_QI2638__3-methylxanthine","HILp_TF36__alanylalanine","C18n_QI08__caproate","C18n_QI22__tetradecanedioate","HILn_QI63__glycocholate","C18n_QI91__oxymetazoline","HILp_TF28__aminoisobutyric acid/GABA","HILp_QI868__taurine","HILp_TF42__methylimidazole acetic acid","HILp_QI2965__N-acetylornithine","C18n_QI56__glycochenodeoxycholate","HILp_QI1810__glutamate","HILp_QI1363__trigonelline","HILp_QI3985__5-acetylamino-6-amino-3-methyluracil","HILn_TF16__suberate","HILn_QI123__tryptophan","HILp_QI3939__N-acetylhistidine","HILp_QI1110__creatine","HILp_QI3770__caffeine","HILp_TF49__S-adenosylmethionine","HILp_QI715__trimethylbenzene","HILp_TF56__tryptophan","HILp_QI6656__alpha-glycerophosphocholine","C18n_QI40__phytanate","HILn_QI2__1-3-7-trimethylurate","HILp_QI4845__C3 carnitine","C18n_QI54__cholate","HILn_QI19__5-acetylamino-6-amino-3-methyluracil","HILn_QI49__dTMP","HILn_QI82__lithocholate","HILp_TF4__7-methylxanthine","HILn_QI55__fumarate/maleate","HILn_QI37__caproate","C18n_QI35__arachidonate","HILn_QI22769__valerate/isovalerate","HILp_QI20478__urobilin","C18n_QI92__13-cis-retinoic acid","HILp_QI578__proline","HILn_QI101__proline","HILp_QI1646__proline betaine","HILn_QI28__alpha-ketoisovalerate","C18n_QI68__azelate","HILp_TF40__imidazoleacetic acid","C18n_QI48__lithocholate","HILn_QI54__fucose","HILp_TF57__tyrosine","HILn_QI78__lactose","C18n_QI09__heptanoate","C18n_QI21__palmitate","C18n_QI51__hyodeoxycholate/ursodeoxycholate","HILp_QI2014__N1-methyl-2-pyridone-5-carboxamide","HILp_QI3608__kynurenic acid","HILp_QI7038__atenolol","HILn_TF4__arginine","HILn_QI125__UMP","HILp_QI5874__anserine","HILp_QI1788__glutamine","HILn_TF2__alpha-glycerophosphate","HILn_QI120__threonine","HILp_TF16__nicotinuric acid","HILn_QI16__4-methylcatechol","HILn_QI111__shikimate","HILp_QI352__serine","HILp_TF11__cytidine","HILn_QI59__glutamate","C8p_QI212__cholesterol","HILn_QI107__saccharin","HILp_TF2__sphingosine-isomer1","HILp_QI1756__2-aminoheptanoic acid","C18n_QI11__mandelate","C18n_QI37__eicosadienoate","HILn_TF12__N6-acetyllysine","C18n_QI50__deoxycholate","HILp_QI7107__inosine","HILp_TF52__N1-acetylspermine","HILp_QI11887__C16 carnitine","HILn_QI128__uridine","C18n_QI77__4-hydroxystyrene","HILp_QI2994__N-acetylaspartic acid","HILp_TF9__2-deoxyadenosine","HILp_QI473__cytosine","HILn_QI132__xylose","C18n_QI57__glycodeoxycholate","C18n_QI53__alpha-muricholate","HILp_TF44__histidinol","HILn_QI84__malate","HILp_QI10472__21-deoxycortisol","HILp_QI484__histamine","HILp_QI1794__lysine","HILp_QI1106__hydroxyproline","C18n_QI32__nonadecanoate","HILp_QI2850__metronidazole","HILp_TF47__homoarginine","HILp_QI1303__hypoxanthine","C18n_QI36__eicosatrienoate","HILn_QI25__alanine","HILn_QI85__malonate","C8p_QI47__palmithoylethanolamide","HILp_QI522__creatinine","C18n_QI29__stearate","HILp_QI2162__histidine","HILn_QI130__xanthine","C18n_QI20__palmitoleate","HILp_QI2979__arginine","HILp_TF5__biotin","HILn_QI38__caprylate","C8p_QI215__piperine","C18n_QI59__glycocholate","C18n_QI41__docosahexaenoate","HILn_QI30__ascorbate","HILn_QI9__3-hydroxymethylglutarate","HILp_TF38__aspartate","HILp_QI615__betaine","HILn_QI121__thymine","HILn_QI24__adipate","HILp_QI1759__butyrobetaine","HILp_QI168__alanine","C18n_QI49__chenodeoxycholate","HILn_QI95__pantothenate","HILn_QI126__uracil","HILn_TF7__diaminopimelate","HILp_TF33__guanidoacetic acid","HILp_QI1757__acetylcholine","C18n_QI66__salicylate","C18n_QI65__taurocholate","HILn_QI33__azelate","C18n_QI13__caprate","HILn_QI3__2-aminobutyrate","HILn_QI70__hydrochlorothiazide","C18n_QI43__adrenate","C8p_QI70__C18:2 CE","HILp_QI1037__pipecolic acid","HILp_QI892__1-methylhistamine","HILp_TF41__N6-acetyllysine","HILp_QI331__choline","HILp_QI1144__N-carbamoyl-beta-alanine","HILp_TF55__phenylalanine","HILp_QI3593__N6,N6,N6-trimethyllysine","HILn_QI61__glycerate","C18n_QI17__myristoleate","C18n_QI14__indoleacetate","HILn_QI45__cystine","HILn_QI36__butyrate","HILn_QI108__salicylate","HILn_QI97__phenylacetate","HILp_QI29__glycine","HILn_TF13__oxalate","HILp_QI10949__cortisol","C18n_QI85__phenyllactate","C18n_QI52__ketodeoxycholate","HILp_QI3549__N1-acetylspermidine","HILn_QI93__orotate","HILp_TF3__sphingosine-isomer2","HILn_QI124__tyrosine","C18n_QI26__alpha-linolenate","HILp_QI8054__diacetylspermine","C18n_QI06__12.13-diHOME","C18n_TF4__pentadecanoate","HILn_QI79__leucine","HILp_QI418__4-aminophenol","HILp_TF26__beta-guanidinopropionic acid","HILn_QI18__4-pyridoxate","C18n_QI81__crustecdysone","HILn_QI13__4-hydroxybenzaldehyde","HILn_TF1__2-aminoadipate","HILn_QI86__methionine","HILp_QI3107__hippurate","HILn_QI110__serine","HILp_TF46__cadaverine","HILn_QI17__4-nitrophenol","HILn_QI109__sebacate","C18n_QI28__oleate","C18n_QI67__saccharin","C18n_QI47__masilinate","HILn_QI23__adenine","HILp_QI1048__metformin","HILp_QI3039__serotonin","HILn_QI102__pseudouridine","C18n_QI89__nervonic acid","HILn_QI31__asparagine","HILn_QI66__guanosine","HILn_QI71__hydrocinnamate","HILn_TF8__epiandrosterone","HILn_QI72__hypoxanthine","HILp_QI4241__C2 carnitine","C18n_TF3__dodecanedioate","C18n_QI86__p-hydroxyphenylacetate","HILp_QI755__niacinamide","HILp_QI322__dimethylglycine","HILn_QI116__taurine","HILn_QI69__homovanillate","HILn_QI112__sorbitol","HILp_QI1890__methionine","HILp_QI19549__bilirubin","C18n_QI39__arachidate","HILp_QI9350__C10 carnitine","HILn_QI50__eicosapentaenoate","C18n_QI62__taurodeoxycholate","HILp_QI1989__acetaminophen","HILp_TF27__N-acetylhistamine","HILp_QI19408__biliverdin","HILn_QI44__corticosterone","C18n_QI84__palmitoylethanolamide","HILn_QI77__lactate","HILn_TF6__dCMP","HILn_QI92__norepinephrine","C18n_QI72__cetrizine","HILp_QI1093__N-acetylputrescine","HILp_QI1508__imidazole propionate","C18n_TF8__porphobilinogen","HILp_TF48__ADMA/SDMA","C18n_QI71__hydrochlorothiazide","HILn_QI40__cholate","HILn_QI98__phenylacetylglutamine","C18n_QI60__taurolithocholate","C18n_QI27__linoleate","C18n_QI69__sebacate","HILn_TF18__urate","HILp_TF39__C4 carnitine","C8p_QI46__sphingosine","HILp_TF45__agmatine","C18n_QI10__hydrocinnamate","HILp_QI3629__homocitrulline","HILn_QI58__gentisate","HILn_QI47__dihydroorotate","HILp_TF37__beta-alanine","HILn_QI42__citrate","HILp_QI2601__7-methylguanine","HILn_QI103__pyrocatechol","HILp_QI3588__NMMA","C18n_TF5__theophylline","C18n_QI83__oxypurinol","HILp_QI4902__pantothenate","HILn_QI91__nicotinate","HILp_QI7060__adenosine","C18n_QI18__myristate","HILp_QI1169__ornithine","HILp_TF7__pterin","HILp_QI3009__citrulline","HILp_TF58__valine","C8p_QI66__C16:0 CE","HILn_QI99__phenylalanine","C18n_QI44__13-docosenoate","HILn_QI57__gemfibrozil","C8p_QI105__C34:1 DAG","HILp_QI8763__sphinganine","C18n_QI15__dodecanoate","HILp_QI2793__3-methylhistidine","C18n_QI78__acetytyrosine","HILp_TF15__pyridoxine","HILn_QI7__2-hydroxyglutarate","HILp_TF13__phytosphingosine","HILp_TF50__N1,N12-diacetylspermine","C18n_TF7__furosemide","HILp_QI1750__4-guanidinobutanoic acid","HILp_TF51__spermidine","HILn_QI90__N-acetylglutamate","HILp_QI4915__5-hydroxytryptophan","HILp_TF34__5-aminolevulinic acid","C18n_QI46__oleanate","HILn_QI53__fructose/glucose/galactose","HILp_QI163__putrescine","HILn_QI65__guanine","HILn_QI105__riboflavin","HILn_TF19__xanthurenate","HILn_TF14__pentose monophosphate","HILn_TF5__citrulline","HILp_QI2466__carnitine","HILn_QI76__inosine","HILp_QI1320__1-methylnicotinamide","C8p_QI72__C18:1 CE","HILp_TF20__urobilin","C18n_QI30__hexadecanedioate","HILp_QI9662__quinine","C18n_QI88__urobilin","HILn_TF17__tartarate","HILn_QI14__4-hydroxybenzeneacetonitrile","HILp_QI2598__methionine sulfoxide","HILp_TF12__sphingosine-isomer3"
"kingdom","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds","Organic compounds"
"superclass","Lipids and lipid-like molecules","Alkaloids and derivatives","Organic acids and derivatives","Organic acids and derivatives","Lipids and lipid-like molecules","Organic nitrogen compounds","Organic acids and derivatives","Organic acids and derivatives","Lipids and lipid-like molecules","Nucleosides, nucleotides, and analogues","Organic acids and derivatives","Lipids and lipid-like molecules","Lipids and lipid-like molecules","Lipids and lipid-like molecules","Lipids and lipid-like molecules","Organic acids and derivatives","Organoheterocyclic compounds","Organic acids and derivatives","Lipids and lipid-like molecules","Benzenoids","Lipids and lipid-like molecules","Benzenoids","Organic acids and derivatives","Organic acids and derivatives","Organoheterocyclic compounds","Organic acids and derivatives","Lipids and lipid-like molecules","Organic acids and derivatives","Alkaloids and derivatives","Organic nitrogen compounds","Lipids and lipid-like molecules","Organoheterocyclic compounds","Organic acids and derivatives","Organic acids and derivatives","Organoheterocyclic compounds","Nucleosides, nucleotides, and analogues","Benzenoids","Organoheterocyclic compounds","Lipids and lipid-like molecules","Lipids and lipid-like molecules","Organoheterocyclic compounds","Lipids and lipid-like molecules","Lipids and lipid-like molecules","Organic nitrogen compounds","Nucleosides, nucleotides, and analogues","Lipids and lipid-like molecules","Organoheterocyclic compounds","Organic acids and derivatives","Lipids and lipid-like molecules","Lipids and lipid-like molecules","Lipids and lipid-like molecules","Organoheterocyclic compounds","Lipids and lipid-like molecules","Organic acids and derivatives","Organic acids and derivatives","Organic acids and derivatives","Organic acids and derivatives","Lipids and lipid-like molecules","Organoheterocyclic compounds","Lipids and lipid-like molecules","Organic oxygen compounds","Organic acids and derivatives","Organic oxygen compounds","Lipids and lipid-like molecules","Lipids and lipid-like molecules","Lipids and lipid-like molecules","Organoheterocyclic compounds","Organoheterocyclic compounds","Organoheterocyclic compounds","Organic acids and derivatives","Nucleosides, nucleotides, and analogues","Organic acids and derivatives","Organic acids and derivatives","Lipids and lipid-like molecules","Organic acids and derivatives","Organic acids and derivatives","Benzenoids","Organic oxygen compounds","Organic acids and derivatives","Nucleosides, nucleotides, and analogues","Organic acids and derivatives","Lipids and lipid-like molecules","Organoheterocyclic compounds","Organic nitrogen compounds","Organic acids and derivatives","Benzenoids","Lipids and lipid-like molecules","Organic acids and derivatives","Lipids and lipid-like molecules","Nucleosides, nucleotides, and analogues","Organic acids and derivatives","Lipids and lipid-like molecules","Nucleosides, nucleotides, and analogues","Benzenoids","Organic acids and derivatives","Nucleosides, nucleotides, and analogues","Organoheterocyclic compounds","Organic oxygen compounds","Lipids and lipid-like molecules","Lipids and lipid-like molecules","Organic nitrogen compounds","Organic acids and derivatives","Lipids and lipid-like molecules","Organic nitrogen compounds","Organic acids and derivatives","Organic acids and derivatives","Lipids and lipid-like molecules","Organoheterocyclic compounds","Organic acids and derivatives","Organoheterocyclic compounds","Lipids and lipid-like molecules","Organic acids and derivatives","Organic acids and derivatives","Organic acids and derivatives","Organic acids and derivatives","Lipids and lipid-like molecules","Organic acids and derivatives","Organoheterocyclic compounds","Lipids and lipid-like molecules","Organic acids and derivatives","Organoheterocyclic compounds","Lipids and lipid-like molecules","Alkaloids and derivatives","Lipids and lipid-like molecules","Lipids and lipid-like molecules","Organoheterocyclic compounds","Lipids and lipid-like molecules","Organic acids and derivatives","Organic acids and derivatives","Organoheterocyclic compounds","Lipids and lipid-like molecules","Lipids and lipid-like molecules","Organic acids and derivatives","Lipids and lipid-like molecules","Organic oxygen compounds","Organoheterocyclic compounds","Organic acids and derivatives","Organic acids and derivatives","Organic nitrogen compounds","Benzenoids","Lipids and lipid-like molecules","Lipids and lipid-like molecules","Lipids and lipid-like molecules","Organic acids and derivatives","Organoheterocyclic compounds","Lipids and lipid-like molecules","Lipids and lipid-like molecules","Organic acids and derivatives","Organic nitrogen compounds","Organic acids and derivatives","Organic nitrogen compounds","Organic acids and derivatives","Organic acids and derivatives","Organic acids and derivatives","Organic oxygen compounds","Lipids and lipid-like molecules","Organoheterocyclic compounds","Organic acids and derivatives","Lipids and lipid-like molecules","Benzenoids","Benzenoids","Organic acids and derivatives","Organic acids and derivatives","Lipids and lipid-like molecules","Alkaloids and derivatives","Lipids and lipid-like molecules","Organic acids and derivatives","Organoheterocyclic compounds","Organic nitrogen compounds","Organic acids and derivatives","Lipids and lipid-like molecules","Organic acids and derivatives","Lipids and lipid-like molecules","Lipids and lipid-like molecules","Organic acids and derivatives","Benzenoids","Organic nitrogen compounds","Organoheterocyclic compounds","Lipids and lipid-like molecules","Organic oxygen compounds","Organic acids and derivatives","Organic acids and derivatives","Benzenoids","Organic acids and derivatives","Organic nitrogen compounds","Benzenoids","Lipids and lipid-like molecules","Lipids and lipid-like molecules","Organoheterocyclic compounds","Lipids and lipid-like molecules","Organoheterocyclic compounds","Organic nitrogen compounds","Organoheterocyclic compounds","Nucleosides, nucleotides, and analogues","Lipids and lipid-like molecules","Organic acids and derivatives","Nucleosides, nucleotides, and analogues","Phenylpropanoids and polyketides","Lipids and lipid-like molecules","Organoheterocyclic compounds","Lipids and lipid-like molecules","Lipids and lipid-like molecules","Benzenoids","Organoheterocyclic compounds","Organic acids and derivatives","Organic acids and derivatives","Benzenoids","Organic oxygen compounds","Organic acids and derivatives","Organoheterocyclic compounds","Lipids and lipid-like molecules","Lipids and lipid-like molecules","Lipids and lipid-like molecules","Lipids and lipid-like molecules","Benzenoids","Organic acids and derivatives","Organoheterocyclic compounds","Lipids and lipid-like molecules","Organic acids and derivatives","Organic acids and derivatives","Nucleosides, nucleotides, and analogues","Benzenoids","Benzenoids","Organic acids and derivatives","Organoheterocyclic compounds","Organic nitrogen compounds","Organic acids and derivatives","Organoheterocyclic compounds","Lipids and lipid-like molecules","Organic acids and derivatives","Lipids and lipid-like molecules","Lipids and lipid-like molecules","Lipids and lipid-like molecules","Organoheterocyclic compounds","Lipids and lipid-like molecules","Organic nitrogen compounds","Organic nitrogen compounds","Phenylpropanoids and polyketides","Organic acids and derivatives","Benzenoids","Organic acids and derivatives","Organic acids and derivatives","Organic acids and derivatives","Organoheterocyclic compounds","Benzenoids","Organic acids and derivatives","Organoheterocyclic compounds","Organoheterocyclic compounds","Organic oxygen compounds","Organoheterocyclic compounds","Nucleosides, nucleotides, and analogues","Lipids and lipid-like molecules","Organic acids and derivatives","Organoheterocyclic compounds","Organic acids and derivatives","Organic acids and derivatives","Lipids and lipid-like molecules","Alkaloids and derivatives","Lipids and lipid-like molecules","Benzenoids","Lipids and lipid-like molecules","Organic nitrogen compounds","Lipids and lipid-like molecules","Organic acids and derivatives","Organic acids and derivatives","Organoheterocyclic compounds","Organic acids and derivatives","Organic nitrogen compounds","Organic acids and derivatives","Benzenoids","Organic acids and derivatives","Organic nitrogen compounds","Organic acids and derivatives","Organoheterocyclic compounds","Organic acids and derivatives","Lipids and lipid-like molecules","Organic oxygen compounds","Organic nitrogen compounds","Organoheterocyclic compounds","Organoheterocyclic compounds","Organoheterocyclic compounds","Organic oxygen compounds","Organic acids and derivatives","Organic nitrogen compounds","Nucleosides, nucleotides, and analogues","Organoheterocyclic compounds","Lipids and lipid-like molecules","Organoheterocyclic compounds","Lipids and lipid-like molecules","Alkaloids and derivatives","Organoheterocyclic compounds","Organic oxygen compounds","Benzenoids","Organic acids and derivatives","Organic nitrogen compounds"
"class","Steroids and steroid derivatives",NA,"Carboxylic acids and derivatives","Carboxylic acids and derivatives","Fatty Acyls","Organonitrogen compounds","Carboxylic acids and derivatives","Carboxylic acids and derivatives","Steroids and steroid derivatives","Pyrimidine nucleosides","Carboxylic acids and derivatives","Fatty Acyls","Fatty Acyls","Prenol lipids","Fatty Acyls","Keto acids and derivatives","Imidazopyrimidines","Carboxylic acids and derivatives","Fatty Acyls","Benzene and substituted derivatives","Steroids and steroid derivatives","Benzene and substituted derivatives","Carboxylic acids and derivatives","Organic sulfonic acids and derivatives","Azoles","Carboxylic acids and derivatives","Steroids and steroid derivatives","Carboxylic acids and derivatives",NA,"Organonitrogen compounds","Fatty Acyls","Indoles and derivatives","Carboxylic acids and derivatives","Carboxylic acids and derivatives","Imidazopyrimidines","5'-deoxyribonucleosides","Benzene and substituted derivatives","Indoles and derivatives","Glycerophospholipids","Prenol lipids","Imidazopyrimidines","Fatty Acyls","Steroids and steroid derivatives","Organonitrogen compounds","Pyrimidine nucleotides","Steroids and steroid derivatives","Imidazopyrimidines","Carboxylic acids and derivatives","Fatty Acyls","Fatty Acyls","Fatty Acyls","Tetrapyrroles and derivatives","Prenol lipids","Carboxylic acids and derivatives","Carboxylic acids and derivatives","Carboxylic acids and derivatives","Keto acids and derivatives","Fatty Acyls","Azoles","Steroids and steroid derivatives","Organooxygen compounds","Carboxylic acids and derivatives","Organooxygen compounds","Fatty Acyls","Fatty Acyls","Steroids and steroid derivatives","Pyridines and derivatives","Quinolines and derivatives","Quinolines and derivatives","Carboxylic acids and derivatives","Pyrimidine nucleotides","Peptidomimetics","Carboxylic acids and derivatives","Glycerophospholipids","Carboxylic acids and derivatives","Carboxylic acids and derivatives","Phenols","Organooxygen compounds","Carboxylic acids and derivatives","Pyrimidine nucleosides","Carboxylic acids and derivatives","Steroids and steroid derivatives","Benzothiazoles","Organonitrogen compounds","Carboxylic acids and derivatives","Benzene and substituted derivatives","Fatty Acyls","Carboxylic acids and derivatives","Steroids and steroid derivatives","Purine nucleosides","Carboxylic acids and derivatives","Fatty Acyls","Pyrimidine nucleosides","Benzene and substituted derivatives","Carboxylic acids and derivatives","Purine nucleosides","Diazines","Organooxygen compounds","Steroids and steroid derivatives","Steroids and steroid derivatives","Organonitrogen compounds","Hydroxy acids and derivatives","Steroids and steroid derivatives","Organonitrogen compounds","Carboxylic acids and derivatives","Carboxylic acids and derivatives","Fatty Acyls","Azoles","Carboxylic acids and derivatives","Imidazopyrimidines","Fatty Acyls","Carboxylic acids and derivatives","Carboxylic acids and derivatives","Carboximidic acids and derivatives","Carboxylic acids and derivatives","Fatty Acyls","Carboxylic acids and derivatives","Imidazopyrimidines","Fatty Acyls","Carboxylic acids and derivatives","Biotin and derivatives","Fatty Acyls",NA,"Steroids and steroid derivatives","Fatty Acyls","Dihydrofurans","Fatty Acyls","Carboxylic acids and derivatives","Carboxylic acids and derivatives","Diazines","Fatty Acyls","Fatty Acyls","Carboxylic acids and derivatives","Steroids and steroid derivatives","Organooxygen compounds","Diazines","Carboxylic acids and derivatives","Carboxylic acids and derivatives","Organonitrogen compounds","Benzene and substituted derivatives","Steroids and steroid derivatives","Fatty Acyls","Fatty Acyls","Carboxylic acids and derivatives","Thiadiazines","Fatty Acyls","Steroids and steroid derivatives","Carboxylic acids and derivatives","Organonitrogen compounds","Carboxylic acids and derivatives","Organonitrogen compounds","Organic carbonic acids and derivatives","Carboxylic acids and derivatives","Carboxylic acids and derivatives","Organooxygen compounds","Fatty Acyls","Indoles and derivatives","Carboxylic acids and derivatives","Fatty Acyls","Benzene and substituted derivatives","Benzene and substituted derivatives","Carboxylic acids and derivatives","Carboxylic acids and derivatives","Steroids and steroid derivatives","Tropane alkaloids","Steroids and steroid derivatives","Carboximidic acids and derivatives","Diazines","Organonitrogen compounds","Carboxylic acids and derivatives","Fatty Acyls","Carboximidic acids and derivatives","Fatty Acyls","Fatty Acyls","Carboxylic acids and derivatives","Benzene and substituted derivatives","Organonitrogen compounds","Pyridines and derivatives","Steroids and steroid derivatives","Organooxygen compounds","Carboxylic acids and derivatives","Carboxylic acids and derivatives","Benzene and substituted derivatives","Carboxylic acids and derivatives","Organonitrogen compounds","Phenols","Fatty Acyls","Fatty Acyls","Benzothiazoles","Prenol lipids","Imidazopyrimidines","Organonitrogen compounds","Indoles and derivatives","Nucleoside and nucleotide analogues","Fatty Acyls","Carboxylic acids and derivatives","Purine nucleosides","Phenylpropanoic acids","Steroids and steroid derivatives","Imidazopyrimidines","Fatty Acyls","Fatty Acyls","Phenols","Pyridines and derivatives","Carboxylic acids and derivatives","Organic sulfonic acids and derivatives","Phenols","Organooxygen compounds","Carboxylic acids and derivatives","Tetrapyrroles and derivatives","Fatty Acyls","Fatty Acyls","Fatty Acyls","Steroids and steroid derivatives","Phenols","Carboxylic acids and derivatives","Tetrapyrroles and derivatives","Steroids and steroid derivatives","Carboximidic acids and derivatives","Hydroxy acids and derivatives","Pyrimidine nucleotides","Phenols","Benzene and substituted derivatives","Carboximidic acids and derivatives","Azoles","Organonitrogen compounds","Carboxylic acids and derivatives","Thiadiazines","Steroids and steroid derivatives","Carboxylic acids and derivatives","Steroids and steroid derivatives","Fatty Acyls","Fatty Acyls","Imidazopyrimidines","Fatty Acyls","Organonitrogen compounds","Organonitrogen compounds","Phenylpropanoic acids","Carboxylic acids and derivatives","Benzene and substituted derivatives","Carboxylic acids and derivatives","Carboxylic acids and derivatives","Carboxylic acids and derivatives","Imidazopyrimidines","Phenols","Carboxylic acids and derivatives","Imidazopyrimidines","Imidazopyrimidines","Organooxygen compounds","Pyridines and derivatives","Purine nucleosides","Fatty Acyls","Carboxylic acids and derivatives","Pteridines and derivatives","Carboxylic acids and derivatives","Carboxylic acids and derivatives","Steroids and steroid derivatives","Tropane alkaloids","Fatty Acyls","Phenol ethers","Glycerolipids","Organonitrogen compounds","Fatty Acyls","Carboxylic acids and derivatives","Carboxylic acids and derivatives","Pyridines and derivatives","Keto acids and derivatives","Organonitrogen compounds","Carboximidic acids and derivatives","Benzene and substituted derivatives","Carboxylic acids and derivatives","Organonitrogen compounds","Carboxylic acids and derivatives","Indoles and derivatives","Carboxylic acids and derivatives","Prenol lipids","Organooxygen compounds","Organonitrogen compounds","Imidazopyrimidines","Pteridines and derivatives","Quinolines and derivatives","Organooxygen compounds","Carboxylic acids and derivatives","Organonitrogen compounds","Purine nucleosides","Pyridines and derivatives","Steroids and steroid derivatives","Tetrapyrroles and derivatives","Fatty Acyls","Cinchona alkaloids","Tetrapyrroles and derivatives","Organooxygen compounds","Benzene and substituted derivatives","Carboxylic acids and derivatives","Organonitrogen compounds"
