ASV 0,-0.027406616,0.0045293975,-0.04502894,-0.115631394,-0.19654621,0.04389192,0.2055257,0.022061342,0.028725747,0.33098236,-0.027294485,0.2256754,-0.28743777,0.047908094,-0.17969158,-0.12733237,0.17271586,-0.0030991563,-0.07998933,-0.13784546,0.14049189,-0.05833238,0.051752664,-0.24440019,0.10412717,0.11591131,0.33098787
ASV 4,0.1305539,0.13760585,-0.057007194,0.07734333,-0.10985565,-0.10628508,0.17162089,-0.034399614,0.03568269,-0.070973985,0.021415798,0.012626602,0.03781104,-0.056841843,0.21912415,-0.08343808,-0.20756152,0.042849764,-0.005160824,-0.2313517,-0.09046052,-0.18593186,0.19374146,-0.039725408,0.0278835,0.030048983,0.070739456
ASV 8,0.1268753,0.17665014,-0.06754307,0.0625527,-0.10578996,-0.14763783,0.117332675,-0.020714665,0.0027291996,-0.08383373,0.023513138,0.027878901,-0.015507163,-0.024037985,0.21452546,0.0077914027,-0.23372369,0.015151704,-0.010353575,-0.21802051,-0.101669796,-0.18403144,0.24669193,-0.017916283,0.004483319,-0.0022153512,0.06979856
ASV 9,0.10998095,0.14799918,-0.018772464,0.09338073,-0.13072121,-0.13501085,0.12774958,0.00020919686,-0.033504788,-0.17787346,0.104791805,0.04169113,-0.013690237,-0.061378762,0.18756317,-0.07026196,-0.20957561,-0.009169666,-0.016384186,-0.26705268,-0.09820832,-0.15363401,0.22351119,-0.010386369,0.008458658,0.06012503,0.124531284
ASV 10,0.10608533,0.19055031,-0.028606048,0.07928095,-0.097908214,-0.14493819,0.11503855,-0.030920453,0.045568038,-0.065986335,0.09131941,-0.028742576,0.029717486,-0.012388245,0.17634785,-0.027434222,-0.24884383,0.044237815,0.0092634745,-0.21484639,-0.11595522,-0.18341911,0.22217067,-0.0023841087,0.045292046,0.054109912,0.059814867
ASV 11,0.113398746,0.16209942,-0.01814979,0.1056113,-0.10958318,-0.13431002,0.15425603,0.03418301,-0.045901533,-0.16798583,0.07977758,0.006856045,0.017618097,-0.063357875,0.1893783,-0.06878541,-0.19965816,-0.016845217,0.008826698,-0.2903546,-0.10006155,-0.1452927,0.21414217,0.005015938,0.022106979,0.0368399,0.121749416
ASV 12,0.12335848,0.16396964,-0.018817889,0.09078768,-0.12927873,-0.13571368,0.16353317,0.037503645,-0.0022302272,-0.16416702,0.12768023,0.056727998,0.0049960264,-0.073674746,0.19381817,-0.03146049,-0.17815043,-0.02829409,-0.010981658,-0.29776222,-0.13226458,-0.12544462,0.23387106,-0.027789505,0.009510951,0.006790024,0.09313943
ASV 13,0.10856779,0.13966659,-0.015289021,0.09852989,-0.13794938,-0.117250785,0.13781555,0.021815965,-0.01995072,-0.18105853,0.08051753,0.0354899,0.008916997,-0.06652907,0.18636867,-0.0453125,-0.17147493,0.020208307,-0.02210211,-0.30071992,-0.098064445,-0.1467068,0.24212138,-0.0002475475,0.036908194,0.065230146,0.10781593
ASV 14,0.12685083,0.16618392,-0.020428902,0.090814315,-0.0961978,-0.12725955,0.15542838,0.029719902,-0.020858506,-0.16093929,0.10513167,0.030771045,-0.020553827,-0.08611363,0.14781234,-0.0645223,-0.17898345,0.024071084,-0.018787552,-0.28198874,-0.13762146,-0.17772166,0.1979477,-0.047002077,-0.01186729,0.035634216,0.12335356
ASV 17,0.11379624,0.14565,-0.06359312,0.099130355,-0.11897657,-0.13906354,0.14909975,0.06136535,-0.0144947525,-0.1670477,0.12522036,0.013033926,-0.003234965,-0.079064205,0.16507208,-0.07116146,-0.16019456,-0.0018201277,-0.021654187,-0.2731217,-0.12645258,-0.18515225,0.22027454,-0.025965957,-0.00017370771,0.016660938,0.13518453
